ilac,yorum,kaynak
diazepam,itü sözlük ünlüsü olmasına rağmen dert dinleyebilen insan. ötesinden fazlası var aklımda ama yalakalık olur diye yazamıyorum.,eksisozluk
diazepam,"itüsözlük  ü bitirdi, şimdi de buraya sıçmaya gelmiş. demedi demeyin.",eksisozluk
diazepam,metal gear *  adli oyunda  sniper 'i titretmeden kullanmak i¢in i¢mek durumunda kalinan sakinle$tirici.,eksisozluk
diazepam,"damar-içi  sedasyon da kullanılan ilk  benzodiazepin dir. suda çözünmez ve organik sıvılarda emilimi sağlanabilir. bazı durumlarda ven hasarına ve bazen de ciltte ülserasyonlara neden olmaktadır, bu nedenle bu preperat günümüzde çok tercih edilmemektedir. ağız yolu ile verildiğinde 30-45 dakidada etki gösterir ve etkisi 4-6 saat sürer. damar içine verildiğinde 1-2 dakikada etki gösterir ve vücutta yarılanma süresi 20-90 dakikadır.",eksisozluk
diazepam,konvülsiyon a giren hastalara verilip istemsiz kas hareketlerinin durdurulmasına yardımcı olur. ayrıca  house md  de kıçı başı oynayan her hastaya  dr. chase  in bastığı ilaçtır.,eksisozluk
diazepam,"kimyasal formülü 7-kloro-1,3-dihidro-1-metil-5-fenil-2h-1,4benzodiazepin-2-on şeklinde ifade edilir. eczacılık fakültelerinin  farmasötik kimya sınavlarının banko sorusudur.",eksisozluk
diazepam,itüsözlük ten aşina olduğum bir isim. onuncu nesil sabırtaşı yazarmış. hoşgelmiş.,eksisozluk
diazepam,"itüsözlük te haftanın beğenilenleri listesinde çokça rastladığım isimdi, bu haftadan itibaren bizim listeyi de işgale başlamış. hoşgelmiş *",eksisozluk
diazepam,itü sözlük ünlüsü olmasına rağmen dert dinleyebilen insan. ötesinden fazlası var aklımda ama yalakalık olur diye yazamıyorum.,eksisozluk
diazepam,"itüsözlük  ü bitirdi, şimdi de buraya sıçmaya gelmiş. demedi demeyin.",eksisozluk
diazepam,metal gear *  adli oyunda  sniper 'i titretmeden kullanmak i¢in i¢mek durumunda kalinan sakinle$tirici.,eksisozluk
diazepam,"damar-içi  sedasyon da kullanılan ilk  benzodiazepin dir. suda çözünmez ve organik sıvılarda emilimi sağlanabilir. bazı durumlarda ven hasarına ve bazen de ciltte ülserasyonlara neden olmaktadır, bu nedenle bu preperat günümüzde çok tercih edilmemektedir. ağız yolu ile verildiğinde 30-45 dakidada etki gösterir ve etkisi 4-6 saat sürer. damar içine verildiğinde 1-2 dakikada etki gösterir ve vücutta yarılanma süresi 20-90 dakikadır.",eksisozluk
diazepam,konvülsiyon a giren hastalara verilip istemsiz kas hareketlerinin durdurulmasına yardımcı olur. ayrıca  house md  de kıçı başı oynayan her hastaya  dr. chase  in bastığı ilaçtır.,eksisozluk
diazepam,"kimyasal formülü 7-kloro-1,3-dihidro-1-metil-5-fenil-2h-1,4benzodiazepin-2-on şeklinde ifade edilir. eczacılık fakültelerinin  farmasötik kimya sınavlarının banko sorusudur.",eksisozluk
diazepam,itüsözlük ten aşina olduğum bir isim. onuncu nesil sabırtaşı yazarmış. hoşgelmiş.,eksisozluk
diazepam,"itüsözlük te haftanın beğenilenleri listesinde çokça rastladığım isimdi, bu haftadan itibaren bizim listeyi de işgale başlamış. hoşgelmiş *",eksisozluk
diazepam,itü sözlük ünlüsü olmasına rağmen dert dinleyebilen insan. ötesinden fazlası var aklımda ama yalakalık olur diye yazamıyorum.,eksisozluk
diazepam,"itüsözlük  ü bitirdi, şimdi de buraya sıçmaya gelmiş. demedi demeyin.",eksisozluk
diazepam,metal gear *  adli oyunda  sniper 'i titretmeden kullanmak i¢in i¢mek durumunda kalinan sakinle$tirici.,eksisozluk
diazepam,"damar-içi  sedasyon da kullanılan ilk  benzodiazepin dir. suda çözünmez ve organik sıvılarda emilimi sağlanabilir. bazı durumlarda ven hasarına ve bazen de ciltte ülserasyonlara neden olmaktadır, bu nedenle bu preperat günümüzde çok tercih edilmemektedir. ağız yolu ile verildiğinde 30-45 dakidada etki gösterir ve etkisi 4-6 saat sürer. damar içine verildiğinde 1-2 dakikada etki gösterir ve vücutta yarılanma süresi 20-90 dakikadır.",eksisozluk
diazepam,konvülsiyon a giren hastalara verilip istemsiz kas hareketlerinin durdurulmasına yardımcı olur. ayrıca  house md  de kıçı başı oynayan her hastaya  dr. chase  in bastığı ilaçtır.,eksisozluk
diazepam,"kimyasal formülü 7-kloro-1,3-dihidro-1-metil-5-fenil-2h-1,4benzodiazepin-2-on şeklinde ifade edilir. eczacılık fakültelerinin  farmasötik kimya sınavlarının banko sorusudur.",eksisozluk
diazepam,itüsözlük ten aşina olduğum bir isim. onuncu nesil sabırtaşı yazarmış. hoşgelmiş.,eksisozluk
diazepam,"itüsözlük te haftanın beğenilenleri listesinde çokça rastladığım isimdi, bu haftadan itibaren bizim listeyi de işgale başlamış. hoşgelmiş *",eksisozluk
diazepam,itü sözlük ünlüsü olmasına rağmen dert dinleyebilen insan. ötesinden fazlası var aklımda ama yalakalık olur diye yazamıyorum.,eksisozluk
diazepam,"itüsözlük  ü bitirdi, şimdi de buraya sıçmaya gelmiş. demedi demeyin.",eksisozluk
diazepam,metal gear *  adli oyunda  sniper 'i titretmeden kullanmak i¢in i¢mek durumunda kalinan sakinle$tirici.,eksisozluk
diazepam,"damar-içi  sedasyon da kullanılan ilk  benzodiazepin dir. suda çözünmez ve organik sıvılarda emilimi sağlanabilir. bazı durumlarda ven hasarına ve bazen de ciltte ülserasyonlara neden olmaktadır, bu nedenle bu preperat günümüzde çok tercih edilmemektedir. ağız yolu ile verildiğinde 30-45 dakidada etki gösterir ve etkisi 4-6 saat sürer. damar içine verildiğinde 1-2 dakikada etki gösterir ve vücutta yarılanma süresi 20-90 dakikadır.",eksisozluk
diazepam,konvülsiyon a giren hastalara verilip istemsiz kas hareketlerinin durdurulmasına yardımcı olur. ayrıca  house md  de kıçı başı oynayan her hastaya  dr. chase  in bastığı ilaçtır.,eksisozluk
diazepam,"kimyasal formülü 7-kloro-1,3-dihidro-1-metil-5-fenil-2h-1,4benzodiazepin-2-on şeklinde ifade edilir. eczacılık fakültelerinin  farmasötik kimya sınavlarının banko sorusudur.",eksisozluk
diazepam,itüsözlük ten aşina olduğum bir isim. onuncu nesil sabırtaşı yazarmış. hoşgelmiş.,eksisozluk
diazepam,"itüsözlük te haftanın beğenilenleri listesinde çokça rastladığım isimdi, bu haftadan itibaren bizim listeyi de işgale başlamış. hoşgelmiş *",eksisozluk
diazepam,itü sözlük ünlüsü olmasına rağmen dert dinleyebilen insan. ötesinden fazlası var aklımda ama yalakalık olur diye yazamıyorum.,eksisozluk
diazepam,"itüsözlük  ü bitirdi, şimdi de buraya sıçmaya gelmiş. demedi demeyin.",eksisozluk
diazepam,metal gear *  adli oyunda  sniper 'i titretmeden kullanmak i¢in i¢mek durumunda kalinan sakinle$tirici.,eksisozluk
diazepam,"damar-içi  sedasyon da kullanılan ilk  benzodiazepin dir. suda çözünmez ve organik sıvılarda emilimi sağlanabilir. bazı durumlarda ven hasarına ve bazen de ciltte ülserasyonlara neden olmaktadır, bu nedenle bu preperat günümüzde çok tercih edilmemektedir. ağız yolu ile verildiğinde 30-45 dakidada etki gösterir ve etkisi 4-6 saat sürer. damar içine verildiğinde 1-2 dakikada etki gösterir ve vücutta yarılanma süresi 20-90 dakikadır.",eksisozluk
diazepam,konvülsiyon a giren hastalara verilip istemsiz kas hareketlerinin durdurulmasına yardımcı olur. ayrıca  house md  de kıçı başı oynayan her hastaya  dr. chase  in bastığı ilaçtır.,eksisozluk
diazepam,"kimyasal formülü 7-kloro-1,3-dihidro-1-metil-5-fenil-2h-1,4benzodiazepin-2-on şeklinde ifade edilir. eczacılık fakültelerinin  farmasötik kimya sınavlarının banko sorusudur.",eksisozluk
diazepam,itüsözlük ten aşina olduğum bir isim. onuncu nesil sabırtaşı yazarmış. hoşgelmiş.,eksisozluk
diazepam,"itüsözlük te haftanın beğenilenleri listesinde çokça rastladığım isimdi, bu haftadan itibaren bizim listeyi de işgale başlamış. hoşgelmiş *",eksisozluk
diazepam,itü sözlük ünlüsü olmasına rağmen dert dinleyebilen insan. ötesinden fazlası var aklımda ama yalakalık olur diye yazamıyorum.,eksisozluk
diazepam,"itüsözlük  ü bitirdi, şimdi de buraya sıçmaya gelmiş. demedi demeyin.",eksisozluk
diazepam,metal gear *  adli oyunda  sniper 'i titretmeden kullanmak i¢in i¢mek durumunda kalinan sakinle$tirici.,eksisozluk
diazepam,"damar-içi  sedasyon da kullanılan ilk  benzodiazepin dir. suda çözünmez ve organik sıvılarda emilimi sağlanabilir. bazı durumlarda ven hasarına ve bazen de ciltte ülserasyonlara neden olmaktadır, bu nedenle bu preperat günümüzde çok tercih edilmemektedir. ağız yolu ile verildiğinde 30-45 dakidada etki gösterir ve etkisi 4-6 saat sürer. damar içine verildiğinde 1-2 dakikada etki gösterir ve vücutta yarılanma süresi 20-90 dakikadır.",eksisozluk
diazepam,konvülsiyon a giren hastalara verilip istemsiz kas hareketlerinin durdurulmasına yardımcı olur. ayrıca  house md  de kıçı başı oynayan her hastaya  dr. chase  in bastığı ilaçtır.,eksisozluk
diazepam,"kimyasal formülü 7-kloro-1,3-dihidro-1-metil-5-fenil-2h-1,4benzodiazepin-2-on şeklinde ifade edilir. eczacılık fakültelerinin  farmasötik kimya sınavlarının banko sorusudur.",eksisozluk
diazepam,itüsözlük ten aşina olduğum bir isim. onuncu nesil sabırtaşı yazarmış. hoşgelmiş.,eksisozluk
diazepam,"itüsözlük te haftanın beğenilenleri listesinde çokça rastladığım isimdi, bu haftadan itibaren bizim listeyi de işgale başlamış. hoşgelmiş *",eksisozluk
diazepam,itü sözlük ünlüsü olmasına rağmen dert dinleyebilen insan. ötesinden fazlası var aklımda ama yalakalık olur diye yazamıyorum.,eksisozluk
diazepam,"itüsözlük  ü bitirdi, şimdi de buraya sıçmaya gelmiş. demedi demeyin.",eksisozluk
diazepam,metal gear *  adli oyunda  sniper 'i titretmeden kullanmak i¢in i¢mek durumunda kalinan sakinle$tirici.,eksisozluk
diazepam,"damar-içi  sedasyon da kullanılan ilk  benzodiazepin dir. suda çözünmez ve organik sıvılarda emilimi sağlanabilir. bazı durumlarda ven hasarına ve bazen de ciltte ülserasyonlara neden olmaktadır, bu nedenle bu preperat günümüzde çok tercih edilmemektedir. ağız yolu ile verildiğinde 30-45 dakidada etki gösterir ve etkisi 4-6 saat sürer. damar içine verildiğinde 1-2 dakikada etki gösterir ve vücutta yarılanma süresi 20-90 dakikadır.",eksisozluk
diazepam,konvülsiyon a giren hastalara verilip istemsiz kas hareketlerinin durdurulmasına yardımcı olur. ayrıca  house md  de kıçı başı oynayan her hastaya  dr. chase  in bastığı ilaçtır.,eksisozluk
diazepam,"kimyasal formülü 7-kloro-1,3-dihidro-1-metil-5-fenil-2h-1,4benzodiazepin-2-on şeklinde ifade edilir. eczacılık fakültelerinin  farmasötik kimya sınavlarının banko sorusudur.",eksisozluk
diazepam,itüsözlük ten aşina olduğum bir isim. onuncu nesil sabırtaşı yazarmış. hoşgelmiş.,eksisozluk
diazepam,"itüsözlük te haftanın beğenilenleri listesinde çokça rastladığım isimdi, bu haftadan itibaren bizim listeyi de işgale başlamış. hoşgelmiş *",eksisozluk
diazepam,itü sözlük ünlüsü olmasına rağmen dert dinleyebilen insan. ötesinden fazlası var aklımda ama yalakalık olur diye yazamıyorum.,eksisozluk
diazepam,"itüsözlük  ü bitirdi, şimdi de buraya sıçmaya gelmiş. demedi demeyin.",eksisozluk
diazepam,metal gear *  adli oyunda  sniper 'i titretmeden kullanmak i¢in i¢mek durumunda kalinan sakinle$tirici.,eksisozluk
diazepam,"damar-içi  sedasyon da kullanılan ilk  benzodiazepin dir. suda çözünmez ve organik sıvılarda emilimi sağlanabilir. bazı durumlarda ven hasarına ve bazen de ciltte ülserasyonlara neden olmaktadır, bu nedenle bu preperat günümüzde çok tercih edilmemektedir. ağız yolu ile verildiğinde 30-45 dakidada etki gösterir ve etkisi 4-6 saat sürer. damar içine verildiğinde 1-2 dakikada etki gösterir ve vücutta yarılanma süresi 20-90 dakikadır.",eksisozluk
diazepam,konvülsiyon a giren hastalara verilip istemsiz kas hareketlerinin durdurulmasına yardımcı olur. ayrıca  house md  de kıçı başı oynayan her hastaya  dr. chase  in bastığı ilaçtır.,eksisozluk
diazepam,"kimyasal formülü 7-kloro-1,3-dihidro-1-metil-5-fenil-2h-1,4benzodiazepin-2-on şeklinde ifade edilir. eczacılık fakültelerinin  farmasötik kimya sınavlarının banko sorusudur.",eksisozluk
diazepam,itüsözlük ten aşina olduğum bir isim. onuncu nesil sabırtaşı yazarmış. hoşgelmiş.,eksisozluk
diazepam,"itüsözlük te haftanın beğenilenleri listesinde çokça rastladığım isimdi, bu haftadan itibaren bizim listeyi de işgale başlamış. hoşgelmiş *",eksisozluk
diazepam,itü sözlük ünlüsü olmasına rağmen dert dinleyebilen insan. ötesinden fazlası var aklımda ama yalakalık olur diye yazamıyorum.,eksisozluk
diazepam,"itüsözlük  ü bitirdi, şimdi de buraya sıçmaya gelmiş. demedi demeyin.",eksisozluk
diazepam,metal gear *  adli oyunda  sniper 'i titretmeden kullanmak i¢in i¢mek durumunda kalinan sakinle$tirici.,eksisozluk
diazepam,"damar-içi  sedasyon da kullanılan ilk  benzodiazepin dir. suda çözünmez ve organik sıvılarda emilimi sağlanabilir. bazı durumlarda ven hasarına ve bazen de ciltte ülserasyonlara neden olmaktadır, bu nedenle bu preperat günümüzde çok tercih edilmemektedir. ağız yolu ile verildiğinde 30-45 dakidada etki gösterir ve etkisi 4-6 saat sürer. damar içine verildiğinde 1-2 dakikada etki gösterir ve vücutta yarılanma süresi 20-90 dakikadır.",eksisozluk
diazepam,konvülsiyon a giren hastalara verilip istemsiz kas hareketlerinin durdurulmasına yardımcı olur. ayrıca  house md  de kıçı başı oynayan her hastaya  dr. chase  in bastığı ilaçtır.,eksisozluk
diazepam,"kimyasal formülü 7-kloro-1,3-dihidro-1-metil-5-fenil-2h-1,4benzodiazepin-2-on şeklinde ifade edilir. eczacılık fakültelerinin  farmasötik kimya sınavlarının banko sorusudur.",eksisozluk
diazepam,itüsözlük ten aşina olduğum bir isim. onuncu nesil sabırtaşı yazarmış. hoşgelmiş.,eksisozluk
diazepam,"itüsözlük te haftanın beğenilenleri listesinde çokça rastladığım isimdi, bu haftadan itibaren bizim listeyi de işgale başlamış. hoşgelmiş *",eksisozluk
diazepam,itü sözlük ünlüsü olmasına rağmen dert dinleyebilen insan. ötesinden fazlası var aklımda ama yalakalık olur diye yazamıyorum.,eksisozluk
diazepam,"itüsözlük  ü bitirdi, şimdi de buraya sıçmaya gelmiş. demedi demeyin.",eksisozluk
diazepam,metal gear *  adli oyunda  sniper 'i titretmeden kullanmak i¢in i¢mek durumunda kalinan sakinle$tirici.,eksisozluk
diazepam,"damar-içi  sedasyon da kullanılan ilk  benzodiazepin dir. suda çözünmez ve organik sıvılarda emilimi sağlanabilir. bazı durumlarda ven hasarına ve bazen de ciltte ülserasyonlara neden olmaktadır, bu nedenle bu preperat günümüzde çok tercih edilmemektedir. ağız yolu ile verildiğinde 30-45 dakidada etki gösterir ve etkisi 4-6 saat sürer. damar içine verildiğinde 1-2 dakikada etki gösterir ve vücutta yarılanma süresi 20-90 dakikadır.",eksisozluk
diazepam,konvülsiyon a giren hastalara verilip istemsiz kas hareketlerinin durdurulmasına yardımcı olur. ayrıca  house md  de kıçı başı oynayan her hastaya  dr. chase  in bastığı ilaçtır.,eksisozluk
diazepam,"kimyasal formülü 7-kloro-1,3-dihidro-1-metil-5-fenil-2h-1,4benzodiazepin-2-on şeklinde ifade edilir. eczacılık fakültelerinin  farmasötik kimya sınavlarının banko sorusudur.",eksisozluk
diazepam,itüsözlük ten aşina olduğum bir isim. onuncu nesil sabırtaşı yazarmış. hoşgelmiş.,eksisozluk
diazepam,"itüsözlük te haftanın beğenilenleri listesinde çokça rastladığım isimdi, bu haftadan itibaren bizim listeyi de işgale başlamış. hoşgelmiş *",eksisozluk
diazepam,itü sözlük ünlüsü olmasına rağmen dert dinleyebilen insan. ötesinden fazlası var aklımda ama yalakalık olur diye yazamıyorum.,eksisozluk
diazepam,"itüsözlük  ü bitirdi, şimdi de buraya sıçmaya gelmiş. demedi demeyin.",eksisozluk
diazepam,metal gear *  adli oyunda  sniper 'i titretmeden kullanmak i¢in i¢mek durumunda kalinan sakinle$tirici.,eksisozluk
diazepam,"damar-içi  sedasyon da kullanılan ilk  benzodiazepin dir. suda çözünmez ve organik sıvılarda emilimi sağlanabilir. bazı durumlarda ven hasarına ve bazen de ciltte ülserasyonlara neden olmaktadır, bu nedenle bu preperat günümüzde çok tercih edilmemektedir. ağız yolu ile verildiğinde 30-45 dakidada etki gösterir ve etkisi 4-6 saat sürer. damar içine verildiğinde 1-2 dakikada etki gösterir ve vücutta yarılanma süresi 20-90 dakikadır.",eksisozluk
diazepam,konvülsiyon a giren hastalara verilip istemsiz kas hareketlerinin durdurulmasına yardımcı olur. ayrıca  house md  de kıçı başı oynayan her hastaya  dr. chase  in bastığı ilaçtır.,eksisozluk
diazepam,"kimyasal formülü 7-kloro-1,3-dihidro-1-metil-5-fenil-2h-1,4benzodiazepin-2-on şeklinde ifade edilir. eczacılık fakültelerinin  farmasötik kimya sınavlarının banko sorusudur.",eksisozluk
diazepam,itüsözlük ten aşina olduğum bir isim. onuncu nesil sabırtaşı yazarmış. hoşgelmiş.,eksisozluk
diazepam,"itüsözlük te haftanın beğenilenleri listesinde çokça rastladığım isimdi, bu haftadan itibaren bizim listeyi de işgale başlamış. hoşgelmiş *",eksisozluk
diazepam,itü sözlük ünlüsü olmasına rağmen dert dinleyebilen insan. ötesinden fazlası var aklımda ama yalakalık olur diye yazamıyorum.,eksisozluk
diazepam,"itüsözlük  ü bitirdi, şimdi de buraya sıçmaya gelmiş. demedi demeyin.",eksisozluk
diazepam,metal gear *  adli oyunda  sniper 'i titretmeden kullanmak i¢in i¢mek durumunda kalinan sakinle$tirici.,eksisozluk
diazepam,"damar-içi  sedasyon da kullanılan ilk  benzodiazepin dir. suda çözünmez ve organik sıvılarda emilimi sağlanabilir. bazı durumlarda ven hasarına ve bazen de ciltte ülserasyonlara neden olmaktadır, bu nedenle bu preperat günümüzde çok tercih edilmemektedir. ağız yolu ile verildiğinde 30-45 dakidada etki gösterir ve etkisi 4-6 saat sürer. damar içine verildiğinde 1-2 dakikada etki gösterir ve vücutta yarılanma süresi 20-90 dakikadır.",eksisozluk
diazepam,konvülsiyon a giren hastalara verilip istemsiz kas hareketlerinin durdurulmasına yardımcı olur. ayrıca  house md  de kıçı başı oynayan her hastaya  dr. chase  in bastığı ilaçtır.,eksisozluk
diazepam,"kimyasal formülü 7-kloro-1,3-dihidro-1-metil-5-fenil-2h-1,4benzodiazepin-2-on şeklinde ifade edilir. eczacılık fakültelerinin  farmasötik kimya sınavlarının banko sorusudur.",eksisozluk
diazepam,itüsözlük ten aşina olduğum bir isim. onuncu nesil sabırtaşı yazarmış. hoşgelmiş.,eksisozluk
diazepam,"itüsözlük te haftanın beğenilenleri listesinde çokça rastladığım isimdi, bu haftadan itibaren bizim listeyi de işgale başlamış. hoşgelmiş *",eksisozluk
diazepam,itü sözlük ünlüsü olmasına rağmen dert dinleyebilen insan. ötesinden fazlası var aklımda ama yalakalık olur diye yazamıyorum.,eksisozluk
diazepam,"itüsözlük  ü bitirdi, şimdi de buraya sıçmaya gelmiş. demedi demeyin.",eksisozluk
diazepam,metal gear *  adli oyunda  sniper 'i titretmeden kullanmak i¢in i¢mek durumunda kalinan sakinle$tirici.,eksisozluk
diazepam,"damar-içi  sedasyon da kullanılan ilk  benzodiazepin dir. suda çözünmez ve organik sıvılarda emilimi sağlanabilir. bazı durumlarda ven hasarına ve bazen de ciltte ülserasyonlara neden olmaktadır, bu nedenle bu preperat günümüzde çok tercih edilmemektedir. ağız yolu ile verildiğinde 30-45 dakidada etki gösterir ve etkisi 4-6 saat sürer. damar içine verildiğinde 1-2 dakikada etki gösterir ve vücutta yarılanma süresi 20-90 dakikadır.",eksisozluk
diazepam,konvülsiyon a giren hastalara verilip istemsiz kas hareketlerinin durdurulmasına yardımcı olur. ayrıca  house md  de kıçı başı oynayan her hastaya  dr. chase  in bastığı ilaçtır.,eksisozluk
diazepam,"kimyasal formülü 7-kloro-1,3-dihidro-1-metil-5-fenil-2h-1,4benzodiazepin-2-on şeklinde ifade edilir. eczacılık fakültelerinin  farmasötik kimya sınavlarının banko sorusudur.",eksisozluk
diazepam,itüsözlük ten aşina olduğum bir isim. onuncu nesil sabırtaşı yazarmış. hoşgelmiş.,eksisozluk
diazepam,"itüsözlük te haftanın beğenilenleri listesinde çokça rastladığım isimdi, bu haftadan itibaren bizim listeyi de işgale başlamış. hoşgelmiş *",eksisozluk
diazepam,itü sözlük ünlüsü olmasına rağmen dert dinleyebilen insan. ötesinden fazlası var aklımda ama yalakalık olur diye yazamıyorum.,eksisozluk
diazepam,"itüsözlük  ü bitirdi, şimdi de buraya sıçmaya gelmiş. demedi demeyin.",eksisozluk
ritalin,"bir ""upper;"" hem aktivite, hem de cevrenize gosterebildiginiz ilgiyi maksimize ediyor. uzun vadede sonuclari, ""tedavi ettigi"" veya bastirdigi soylenen ""rahatsizlik""larla ayni seyler. hiperaktivite, dikkatsizlik, vb.",eksisozluk
ritalin,"nedense aylarca kullanmama rağmen üzerimde hiçbir etkisini hissedemediğim,sonunda değiştirdiğim,kırmızı reçeteyle almanın mümkün olduğu ilaç. (bkz:  merkezi sinir sistemi stimülanı )",eksisozluk
ritalin,"vize döneminde ""sinir sahibi"", final döneminde ""akil hastasi"" seklinde nitelendirilmenize neden olan davranis bozukluklarina yol acan, tahammülsüzlügünüzü maksimum seviyeye cikartip yumrukla cam filan kirmak, tekmeyle dolabin kapagini göcürtmek gibi isler yapacak kadar disavurumcu olmanizi saglamak seklinde yan etkileri olan ama bunun yaninda gercekten uyumamanizi ve harbi harbi 10 saat nonstop atom fizigi falan da calismanizi saglayan ne idüğü belirsiz limonlu draje.",eksisozluk
ritalin,bir tur uyarici ilac. farmakolojik etkisi amfetaminden cok kokaine benzer. sinir hucreleri arasinda dopamin birikmesi sonucu uyarici etkisini gosterir. dikkat eksikligi hiperaktivite bozuklugu olan cocuklarda ve narkolepsi(anormal anlık uyku istegi hastaligi) olanlarda kullaniliyor turkiyede kirmizi receteye tabi. methyphenidate( alfa2 fenil piperidin asetik asit) etken maddesi. konsantrasyonu bir yere toplamak icin kullaniliyor. bagimlilik yapma potansiyeli var. etkisi daha cok merkezi sinir sistemine yonelik.,eksisozluk
ritalin,"öğrenci kimliğini kaybettiği söylenen hiperaktif çocukların aile, okul toplumsal yaşam düzeneğine uyum sağlaması için terapinin yanında verilen ilaç. çocuk konsantre olsun ki koyun edelim veya at ritalini kırsın kıçını çalışsın mantığındaki demokratik görünümlü tutucu ebeveynlerin can simidi.antisocial.com'da ezilip buruna çekilen 6 ritalinin kafa yaptığı yazıyordu; ben derim ki bi sikime yaramaz. sadece dopamin akışını 6 saat düzenleyip final zamanı adam gibi çalışmayı sağlar. 10'luk bir tabletin kana karışması yaklaşık 2 saati alır.etkisi ise ortalama 5.5 saat sürer..",eksisozluk
ritalin,south park  da  cartman ın dizi boyunca aldığı ve etrafta  christina aguilera yı görüp şaşırmasına neden olan nane.,eksisozluk
ritalin,deli ilaç. dikkat toplama açısından mükemmel ama birkaç kereden sonra etki süresi azalmaya başlıyor. 15 dakikalık dikkat toplayabilite için öyle bir ilacı da almak anlamsız. normal bünyede etkisi kısa sürüyor.,eksisozluk
ritalin,gerektiği gibi kullanılırsa hakikaten mucizevi etkileri olabilen bir ilaç. özellikle dersler konusunda.,eksisozluk
ritalin,(bkz:  şeytan icadı ),eksisozluk
ritalin,"bir ""upper;"" hem aktivite, hem de cevrenize gosterebildiginiz ilgiyi maksimize ediyor. uzun vadede sonuclari, ""tedavi ettigi"" veya bastirdigi soylenen ""rahatsizlik""larla ayni seyler. hiperaktivite, dikkatsizlik, vb.",eksisozluk
ritalin,"nedense aylarca kullanmama rağmen üzerimde hiçbir etkisini hissedemediğim,sonunda değiştirdiğim,kırmızı reçeteyle almanın mümkün olduğu ilaç. (bkz:  merkezi sinir sistemi stimülanı )",eksisozluk
ritalin,"vize döneminde ""sinir sahibi"", final döneminde ""akil hastasi"" seklinde nitelendirilmenize neden olan davranis bozukluklarina yol acan, tahammülsüzlügünüzü maksimum seviyeye cikartip yumrukla cam filan kirmak, tekmeyle dolabin kapagini göcürtmek gibi isler yapacak kadar disavurumcu olmanizi saglamak seklinde yan etkileri olan ama bunun yaninda gercekten uyumamanizi ve harbi harbi 10 saat nonstop atom fizigi falan da calismanizi saglayan ne idüğü belirsiz limonlu draje.",eksisozluk
ritalin,bir tur uyarici ilac. farmakolojik etkisi amfetaminden cok kokaine benzer. sinir hucreleri arasinda dopamin birikmesi sonucu uyarici etkisini gosterir. dikkat eksikligi hiperaktivite bozuklugu olan cocuklarda ve narkolepsi(anormal anlık uyku istegi hastaligi) olanlarda kullaniliyor turkiyede kirmizi receteye tabi. methyphenidate( alfa2 fenil piperidin asetik asit) etken maddesi. konsantrasyonu bir yere toplamak icin kullaniliyor. bagimlilik yapma potansiyeli var. etkisi daha cok merkezi sinir sistemine yonelik.,eksisozluk
ritalin,"öğrenci kimliğini kaybettiği söylenen hiperaktif çocukların aile, okul toplumsal yaşam düzeneğine uyum sağlaması için terapinin yanında verilen ilaç. çocuk konsantre olsun ki koyun edelim veya at ritalini kırsın kıçını çalışsın mantığındaki demokratik görünümlü tutucu ebeveynlerin can simidi.antisocial.com'da ezilip buruna çekilen 6 ritalinin kafa yaptığı yazıyordu; ben derim ki bi sikime yaramaz. sadece dopamin akışını 6 saat düzenleyip final zamanı adam gibi çalışmayı sağlar. 10'luk bir tabletin kana karışması yaklaşık 2 saati alır.etkisi ise ortalama 5.5 saat sürer..",eksisozluk
ritalin,south park  da  cartman ın dizi boyunca aldığı ve etrafta  christina aguilera yı görüp şaşırmasına neden olan nane.,eksisozluk
ritalin,deli ilaç. dikkat toplama açısından mükemmel ama birkaç kereden sonra etki süresi azalmaya başlıyor. 15 dakikalık dikkat toplayabilite için öyle bir ilacı da almak anlamsız. normal bünyede etkisi kısa sürüyor.,eksisozluk
ritalin,gerektiği gibi kullanılırsa hakikaten mucizevi etkileri olabilen bir ilaç. özellikle dersler konusunda.,eksisozluk
ritalin,(bkz:  şeytan icadı ),eksisozluk
ritalin,"bir ""upper;"" hem aktivite, hem de cevrenize gosterebildiginiz ilgiyi maksimize ediyor. uzun vadede sonuclari, ""tedavi ettigi"" veya bastirdigi soylenen ""rahatsizlik""larla ayni seyler. hiperaktivite, dikkatsizlik, vb.",eksisozluk
ritalin,"nedense aylarca kullanmama rağmen üzerimde hiçbir etkisini hissedemediğim,sonunda değiştirdiğim,kırmızı reçeteyle almanın mümkün olduğu ilaç. (bkz:  merkezi sinir sistemi stimülanı )",eksisozluk
ritalin,"vize döneminde ""sinir sahibi"", final döneminde ""akil hastasi"" seklinde nitelendirilmenize neden olan davranis bozukluklarina yol acan, tahammülsüzlügünüzü maksimum seviyeye cikartip yumrukla cam filan kirmak, tekmeyle dolabin kapagini göcürtmek gibi isler yapacak kadar disavurumcu olmanizi saglamak seklinde yan etkileri olan ama bunun yaninda gercekten uyumamanizi ve harbi harbi 10 saat nonstop atom fizigi falan da calismanizi saglayan ne idüğü belirsiz limonlu draje.",eksisozluk
